do run.do
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:01 on Jun 05,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:01 on Jun 05,2024
# vlog -reportprogress 300 -lint uvm_rd_agent.sv 
# ** Note: (vlog-2286) uvm_rd_agent.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package uvm_rd_agent_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:02 on Jun 05,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:02 on Jun 05,2024
# vlog -reportprogress 300 -lint uvm_scoreboard.sv 
# ** Note: (vlog-2286) uvm_scoreboard.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling interface uvm_fifo_intf
# ** Warning: ** while parsing file included at uvm_scoreboard.sv(4)
# ** while parsing file included at uvm_rd_agent.sv(3)
# ** while parsing file included at uvm_rd_monitor.sv(3)
# ** while parsing file included at uvm_rd_driver.sv(3)
# ** at uvm_fifo_interface.sv(1): (vlog-2275) Existing interface 'uvm_fifo_intf' at line 1 will be overwritten.
# -- Compiling package uvm_scoreboard_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:02 on Jun 05,2024, Elapsed time: 0:00:00
# Errors: 0, Warnings: 1
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:03 on Jun 05,2024
# vlog -reportprogress 300 -lint -work test1 -coveropt 3 "+cover" "+acc" UVM_fifo_wr_cvg.sv 
# ** Note: (vlog-2286) UVM_fifo_wr_cvg.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling interface uvm_fifo_intf
# ** Warning: ** while parsing file included at UVM_fifo_wr_cvg.sv(3)
# ** while parsing file included at uvm_scoreboard.sv(4)
# ** while parsing file included at uvm_rd_agent.sv(3)
# ** while parsing file included at uvm_rd_monitor.sv(3)
# ** while parsing file included at uvm_rd_driver.sv(3)
# ** at uvm_fifo_interface.sv(1): (vlog-2275) Existing interface 'uvm_fifo_intf' at line 1 will be overwritten.
# -- Compiling package UVM_fifo_wr_cvg_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:04 on Jun 05,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 1
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:04 on Jun 05,2024
# vlog -reportprogress 300 -lint -work test1 -coveropt 3 "+cover" "+acc" UVM_fifo_rd_cvg.sv 
# ** Note: (vlog-2286) UVM_fifo_rd_cvg.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling interface uvm_fifo_intf
# ** Warning: ** while parsing file included at UVM_fifo_rd_cvg.sv(3)
# ** while parsing file included at UVM_fifo_wr_cvg.sv(3)
# ** while parsing file included at uvm_scoreboard.sv(4)
# ** while parsing file included at uvm_rd_agent.sv(3)
# ** while parsing file included at uvm_rd_monitor.sv(3)
# ** while parsing file included at uvm_rd_driver.sv(3)
# ** at uvm_fifo_interface.sv(1): (vlog-2275) Existing interface 'uvm_fifo_intf' at line 1 will be overwritten.
# -- Compiling package UVM_fifo_rd_cvg_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:05 on Jun 05,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 1
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:05 on Jun 05,2024
# vlog -reportprogress 300 -lint -work test1 -coveropt 3 "+cover" "+acc" uvm_environment.sv 
# ** Note: (vlog-2286) uvm_environment.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling interface uvm_fifo_intf
# ** Warning: ** while parsing file included at uvm_environment.sv(4)
# ** while parsing file included at UVM_fifo_rd_cvg.sv(3)
# ** while parsing file included at UVM_fifo_wr_cvg.sv(3)
# ** while parsing file included at uvm_scoreboard.sv(4)
# ** while parsing file included at uvm_rd_agent.sv(3)
# ** while parsing file included at uvm_rd_monitor.sv(3)
# ** while parsing file included at uvm_rd_driver.sv(3)
# ** at uvm_fifo_interface.sv(1): (vlog-2275) Existing interface 'uvm_fifo_intf' at line 1 will be overwritten.
# -- Compiling package uvm_environment_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:07 on Jun 05,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 1
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:07 on Jun 05,2024
# vlog -reportprogress 300 -lint uvm_test.sv 
# ** Note: (vlog-2286) uvm_test.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling interface uvm_fifo_intf
# ** Warning: ** while parsing file included at uvm_test.sv(3)
# ** while parsing file included at uvm_environment.sv(4)
# ** while parsing file included at UVM_fifo_rd_cvg.sv(3)
# ** while parsing file included at UVM_fifo_wr_cvg.sv(3)
# ** while parsing file included at uvm_scoreboard.sv(4)
# ** while parsing file included at uvm_rd_agent.sv(3)
# ** while parsing file included at uvm_rd_monitor.sv(3)
# ** while parsing file included at uvm_rd_driver.sv(3)
# ** at uvm_fifo_interface.sv(1): (vlog-2275) Existing interface 'uvm_fifo_intf' at line 1 will be overwritten.
# -- Compiling package uvm_test_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# 
# Top level modules:
# 	--none--
# End time: 00:12:10 on Jun 05,2024, Elapsed time: 0:00:03
# Errors: 0, Warnings: 1
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:12:10 on Jun 05,2024
# vlog -reportprogress 300 -lint -work test1 -coveropt 3 "+cover" "+acc" uvm_test_top.sv 
# ** Note: (vlog-2286) uvm_test_top.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling interface uvm_fifo_intf
# ** Warning: ** while parsing file included at uvm_test_top.sv(15)
# ** while parsing file included at uvm_test.sv(3)
# ** while parsing file included at uvm_environment.sv(4)
# ** while parsing file included at UVM_fifo_rd_cvg.sv(3)
# ** while parsing file included at UVM_fifo_wr_cvg.sv(3)
# ** while parsing file included at uvm_scoreboard.sv(4)
# ** while parsing file included at uvm_rd_agent.sv(3)
# ** while parsing file included at uvm_rd_monitor.sv(3)
# ** while parsing file included at uvm_rd_driver.sv(3)
# ** at uvm_fifo_interface.sv(1): (vlog-2275) Existing interface 'uvm_fifo_intf' at line 1 will be overwritten.
# -- Compiling package uvm_test_top_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Compiling interface uvm_fifo_intf
# -- Compiling module top
# 
# Top level modules:
# 	top
# End time: 00:12:12 on Jun 05,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 1
# Saving coverage database on exit...
# End time: 00:12:14 on Jun 05,2024, Elapsed time: 0:01:54
# Errors: 0, Warnings: 2
# vsim work.top 
# Start time: 00:12:14 on Jun 05,2024
# ** Note: (vsim-8009) Loading existing optimized design _opt
# Loading sv_std.std
# Loading mtiUvm.uvm_pkg(fast)
# Loading work.uvm_test_top_sv_unit(fast)
# Loading mtiUvm.questa_uvm_pkg(fast)
# Loading work.top(fast)
# Loading work.uvm_fifo_intf(fast__5)
# Loading work.FIFO(fast)
# Loading work.sync_r2w(fast)
# Loading work.sync_w2r(fast)
# Loading work.fifomem(fast)
# Loading work.rptr_empty(fast)
# Loading work.wptr_full(fast)
# Loading work.uvm_fifo_intf(fast)
# Loading C:/questasim64_2023.3/uvm-1.1d\win64\uvm_dpi.dll
# End time: 00:12:29 on Jun 05,2024, Elapsed time: 0:00:15
# Errors: 0, Warnings: 0
# vsim -voptargs="+acc" work.top 
# Start time: 00:12:29 on Jun 05,2024
# ** Note: (vsim-8009) Loading existing optimized design _opt1
# Loading sv_std.std
# Loading mtiUvm.uvm_pkg(fast)
# Loading work.uvm_test_top_sv_unit(fast)
# Loading mtiUvm.questa_uvm_pkg(fast)
# Loading work.top(fast)
# Loading work.uvm_fifo_intf(fast__5)
# Loading work.FIFO(fast)
# Loading work.sync_r2w(fast)
# Loading work.sync_w2r(fast)
# Loading work.fifomem(fast)
# Loading work.rptr_empty(fast)
# Loading work.wptr_full(fast)
# Loading work.uvm_fifo_intf(fast)
# Loading C:/questasim64_2023.3/uvm-1.1d\win64\uvm_dpi.dll
# End time: 00:12:44 on Jun 05,2024, Elapsed time: 0:00:15
# Errors: 0, Warnings: 0
# vsim -vopt -coverage test1.top -do "coverage save -onexit -directive -codeAll file1;" 
# Start time: 00:12:44 on Jun 05,2024
# ** Note: (vsim-8009) Loading existing optimized design _opt2
# Loading sv_std.std
# Loading mtiUvm.uvm_pkg(fast)
# Loading work.uvm_test_top_sv_unit(fast)
# Loading mtiUvm.questa_uvm_pkg(fast)
# Loading work.top(fast)
# Loading work.uvm_fifo_intf(fast__5)
# Loading work.FIFO(fast)
# Loading work.sync_r2w(fast)
# Loading work.sync_w2r(fast)
# Loading work.fifomem(fast)
# Loading work.rptr_empty(fast)
# Loading work.wptr_full(fast)
# Loading work.uvm_fifo_intf(fast)
# Loading C:/questasim64_2023.3/uvm-1.1d\win64\uvm_dpi.dll
# coverage save -onexit -directive -codeAll file1
# 
# ----------------------------------------------------------------
# UVM-1.1d
# (C) 2007-2013 Mentor Graphics Corporation
# (C) 2007-2013 Cadence Design Systems, Inc.
# (C) 2006-2013 Synopsys, Inc.
# (C) 2011-2013 Cypress Semiconductor Corp.
# ----------------------------------------------------------------
# 
#   ***********       IMPORTANT RELEASE NOTES         ************
# 
#   You are using a version of the UVM library that has been compiled
#   with `UVM_NO_DEPRECATED undefined.
#   See http://www.eda.org/svdb/view.php?id=3313 for more details.
# 
#   You are using a version of the UVM library that has been compiled
#   with `UVM_OBJECT_MUST_HAVE_CONSTRUCTOR undefined.
#   See http://www.eda.org/svdb/view.php?id=3770 for more details.
# 
#       (Specify +UVM_NO_RELNOTES to turn off this notice)
# 
# UVM_INFO verilog_src/questa_uvm_pkg-1.2/src/questa_uvm_pkg.sv(277) @ 0: reporter [Questa UVM] QUESTA_UVM-1.2.3
# UVM_INFO verilog_src/questa_uvm_pkg-1.2/src/questa_uvm_pkg.sv(278) @ 0: reporter [Questa UVM]  questa_uvm::init(+struct)
# UVM_INFO @ 0: reporter [RNTST] Running test fifo_test...
# UVM_INFO @ 0: reporter [UVMTOP] UVM testbench topology:
# --------------------------------------------------------------------------
# Name                         Type                              Size  Value
# --------------------------------------------------------------------------
# uvm_test_top                 fifo_test                         -     @472 
#   env                        fifo_env                          -     @479 
#     cvg_rd                   fifo_read_coverage                -     @526 
#       analysis_imp           uvm_analysis_imp                  -     @533 
#     cvg_wr                   wr_fifo_coverage                  -     @507 
#       analysis_imp           uvm_analysis_imp                  -     @514 
#     rd_agnt                  read_agent                        -     @493 
#       rd_drv                 read_driver                       -     @546 
#         rsp_port             uvm_analysis_port                 -     @561 
#         seq_item_port        uvm_seq_item_pull_port            -     @553 
#       rd_mon                 read_monitor                      -     @678 
#         rd_monitor_port      uvm_analysis_port                 -     @686 
#       rd_seqr                read_sequencer                    -     @569 
#         rsp_export           uvm_analysis_export               -     @576 
#         seq_item_export      uvm_seq_item_pull_imp             -     @670 
#         arbitration_queue    array                             0     -    
#         lock_queue           array                             0     -    
#         num_last_reqs        integral                          32    'd1  
#         num_last_rsps        integral                          32    'd1  
#     scb                      fifo_scoreboard                   -     @500 
#       scoreboard_read_port   uvm_analysis_imp_rd_monitor_port  -     @708 
#       scoreboard_write_port  uvm_analysis_imp_monitor_port     -     @700 
#     wr_agnt                  write_agent                       -     @486 
#       wr_drv                 write_driver                      -     @717 
#         rsp_port             uvm_analysis_port                 -     @732 
#         seq_item_port        uvm_seq_item_pull_port            -     @724 
#       wr_mon                 write_monitor                     -     @849 
#         monitor_port         uvm_analysis_port                 -     @857 
#       wr_seqr                write_sequencer                   -     @740 
#         rsp_export           uvm_analysis_export               -     @747 
#         seq_item_export      uvm_seq_item_pull_imp             -     @841 
#         arbitration_queue    array                             0     -    
#         lock_queue           array                             0     -    
#         num_last_reqs        integral                          32    'd1  
#         num_last_rsps        integral                          32    'd1  
# --------------------------------------------------------------------------
# 
# UVM_INFO uvm_scoreboard.sv(69) @ 770: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 86 --- DUT Read Data: 86
# UVM_INFO uvm_scoreboard.sv(69) @ 980: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 95 --- DUT Read Data: 95
# UVM_INFO uvm_scoreboard.sv(69) @ 1050: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 16 --- DUT Read Data: 16
# UVM_INFO uvm_scoreboard.sv(69) @ 1120: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 27 --- DUT Read Data: 27
# UVM_INFO uvm_scoreboard.sv(69) @ 1190: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e4 --- DUT Read Data: e4
# UVM_INFO uvm_scoreboard.sv(69) @ 1260: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: cb --- DUT Read Data: cb
# UVM_INFO uvm_scoreboard.sv(69) @ 1330: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: b0 --- DUT Read Data: b0
# UVM_INFO uvm_scoreboard.sv(69) @ 1400: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 89 --- DUT Read Data: 89
# UVM_INFO uvm_scoreboard.sv(69) @ 1470: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 47 --- DUT Read Data: 47
# UVM_INFO uvm_scoreboard.sv(69) @ 1540: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5a --- DUT Read Data: 5a
# UVM_INFO uvm_scoreboard.sv(69) @ 1610: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 31 --- DUT Read Data: 31
# UVM_INFO uvm_scoreboard.sv(69) @ 1820: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: c9 --- DUT Read Data: c9
# UVM_INFO uvm_scoreboard.sv(69) @ 1960: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2030: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2100: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2170: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2240: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2310: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2380: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2450: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2520: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2590: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2660: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2730: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 2870: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3010: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3150: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3220: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3290: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3360: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3430: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3500: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3570: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3780: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3850: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3920: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 3990: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4060: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4270: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4340: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4410: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4480: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
